,NAME,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14
BK0676,独家药品,16.71,21.29,17.25,18.87,14.56,9.7,26.15,44.74,58.76,36.12,45.82,57.41,64.69,76.82,85.98,85.44,90.84,90.84,91.11,91.64,93.26,94.07,94.61,92.72,88.41,89.76,77.36,57.95,80.32,94.34,94.07,93.8,94.07,94.88,92.72,91.91,94.61,91.64,88.95,87.87,88.14,88.14,93.8,94.07,95.42,95.96,97.3,97.84,95.96,94.61,96.23,96.77,95.15,87.33,90.84,90.03,72.51,87.33,91.64,84.64,74.93,67.65,25.34,20.75,10.24,8.36,5.93,2.43,8.89,8.89,4.31,2.43,3.5,12.94,12.67,21.83,60.11,56.06,39.62,12.94,17.25,15.36,19.95,22.64,34.23,49.87,45.01,47.71,46.63,43.94,48.52,36.39,16.17,5.93,4.58,3.5,1.62,2.16,3.5,13.48,13.48,15.9,11.32,11.86,10.51,4.31,5.39,5.39,4.85,5.12,4.31,5.66,5.93,4.85,9.16,6.47,11.05,11.86,16.17,7.55,12.67,13.21,23.45,31.0,33.69,43.67,45.01,46.9,39.89,33.42
BK0916,氮化镓,16.44,34.23,36.66,23.18,11.32,22.64,8.09,8.63,11.86,22.1,4.31,7.01,5.12,0.81,0.81,1.08,2.96,16.71,21.29,62.8,55.8,6.74,9.97,43.4,58.22,30.73,43.67,52.83,47.17,25.07,73.05,82.21,83.56,76.55,80.32,80.05,68.46,23.72,9.16,7.01,8.09,19.68,41.78,36.66,64.42,55.53,74.12,59.57,61.99,69.27,49.06,22.91,46.09,72.78,68.46,68.73,51.21,51.21,93.26,95.42,96.23,95.15,94.34,92.45,85.98,94.61,98.11,98.38,98.38,98.38,98.38,98.38,97.57,98.38,98.11,98.38,98.92,98.65,98.38,98.11,97.3,97.3,94.61,94.88,93.26,87.33,52.02,40.43,25.88,66.31,64.15,80.86,77.9,77.9,87.06,76.55,87.33,87.6,81.4,72.51,79.78,73.05,77.63,74.66,85.44,87.6,89.76,84.1,89.49,77.63,63.34,49.6,59.57,42.32,23.18,38.01,12.67,3.23,4.58,12.4,4.04,3.5,2.43,4.31,3.5,1.08,0.54,2.43,1.62,2.43
BK0909,降解塑料,16.17,28.57,40.97,46.9,38.54,42.86,47.17,38.01,24.26,18.33,16.98,19.68,28.57,26.68,31.0,23.18,35.85,9.43,12.67,39.08,20.75,20.49,9.16,6.47,7.01,7.01,2.7,5.12,9.97,22.37,36.93,45.28,52.29,45.82,42.86,43.4,35.58,50.13,56.33,42.86,45.55,59.57,67.92,70.89,67.12,64.69,64.42,57.14,52.29,49.87,45.28,86.79,81.94,78.17,78.98,84.91,82.75,74.66,70.62,74.93,64.96,70.08,59.03,58.22,55.53,56.6,59.57,62.53,60.65,65.77,66.04,33.42,37.2,43.67,45.55,43.4,38.27,48.25,49.87,55.8,71.7,66.04,78.98,79.51,82.75,84.64,88.95,91.11,89.22,84.1,83.83,87.87,84.64,84.37,78.71,84.91,80.32,77.63,78.98,77.36,73.85,71.97,70.35,74.93,72.51,72.51,71.97,73.05,77.09,81.94,82.48,73.58,80.05,82.21,81.67,83.29,81.94,88.14,87.87,86.79,85.71,92.72,88.14,87.6,89.22,87.87,84.91,83.29,85.18,91.37
BK0625,通用航空,15.9,25.88,28.3,34.23,26.68,28.03,20.75,28.84,41.51,16.44,12.13,8.89,9.43,17.25,21.56,15.09,11.05,18.87,50.94,50.13,53.64,35.58,28.03,7.82,5.66,8.63,9.16,4.58,8.36,7.55,25.61,17.52,10.78,8.36,5.66,11.86,5.93,8.89,4.85,4.58,7.01,7.01,10.78,26.68,31.54,38.27,30.73,31.81,20.49,24.8,30.46,47.98,45.01,54.72,52.29,31.0,49.06,34.23,44.47,58.22,66.85,81.94,75.47,56.87,56.6,53.37,55.53,60.65,69.27,74.39,66.58,61.73,58.49,53.91,50.67,63.88,49.06,45.28,39.35,37.74,25.07,40.16,30.46,37.47,27.22,22.64,23.99,38.01,23.72,19.95,22.64,34.5,49.6,59.84,67.92,48.79,61.73,65.77,70.62,69.54,69.0,73.32,72.78,78.98,84.64,82.21,77.09,73.32,69.81,76.28,83.29,92.45,90.03,90.3,79.51,81.4,84.1,81.4,79.78,79.51,75.2,61.19,53.1,49.6,40.43,41.51,54.72,47.71,45.82,34.23
BK0866,人造肉,15.63,17.52,18.6,10.51,12.13,14.56,21.83,14.56,12.67,20.75,21.29,28.3,27.49,36.39,51.48,42.32,40.16,41.24,32.08,28.03,39.08,60.92,50.4,73.32,71.97,55.8,42.86,25.88,42.05,36.12,38.27,40.97,50.94,53.37,35.85,42.05,65.23,67.39,73.85,74.39,74.93,74.39,82.21,82.48,84.37,88.68,89.49,91.91,90.57,91.37,90.3,88.14,80.86,84.91,79.25,78.17,56.6,63.07,40.7,34.77,26.95,15.9,8.36,1.62,3.5,2.96,1.08,1.62,1.35,1.62,1.35,1.89,1.62,1.35,1.35,1.08,0.54,0.54,0.81,2.16,1.35,2.43,5.12,7.55,5.93,24.53,25.34,23.18,32.35,26.42,21.83,16.98,22.1,25.88,21.56,23.18,19.41,21.29,31.81,35.31,24.8,30.19,22.64,34.5,38.54,18.6,13.75,15.36,23.18,17.25,16.71,17.25,14.56,11.32,22.1,25.61,33.42,32.88,19.41,11.59,17.79,17.79,24.53,9.43,12.67,21.56,36.39,32.08,19.68,12.94
BK0698,免疫治疗,15.36,9.16,15.9,22.1,24.8,10.51,24.8,29.11,37.74,33.42,34.5,39.35,46.63,49.6,65.23,61.46,76.01,71.97,66.04,65.77,70.35,81.13,79.78,84.1,88.14,92.72,93.53,92.72,92.45,95.69,95.42,96.5,98.38,98.92,98.92,98.65,98.65,98.38,97.3,97.3,98.92,99.19,99.46,99.46,99.46,98.92,98.65,98.11,98.65,97.3,98.11,98.65,95.69,90.3,92.99,93.26,67.92,84.64,92.45,79.51,58.49,27.22,9.97,7.01,4.85,7.01,9.16,9.97,26.15,25.07,21.29,10.78,12.94,26.95,10.51,15.09,43.94,47.44,38.01,25.34,31.54,30.73,33.42,33.42,35.58,47.98,42.59,42.05,32.61,38.01,39.08,26.68,12.94,4.04,4.31,10.24,5.66,9.7,9.43,29.65,26.15,27.76,19.68,12.67,15.36,6.74,7.82,7.82,6.47,6.2,5.12,7.82,7.55,21.02,15.9,5.66,5.66,4.31,4.04,1.89,2.7,4.58,11.32,15.09,14.02,22.91,29.11,25.34,30.46,20.49
BK0891,国产芯片,15.09,23.18,26.95,19.95,11.86,15.09,8.89,10.24,9.7,17.25,8.89,10.24,8.36,7.28,2.43,6.74,9.7,29.92,41.24,62.26,64.69,47.98,56.6,76.55,78.71,72.51,76.82,84.37,80.05,70.35,79.51,78.71,81.4,76.01,78.17,80.32,71.7,36.66,29.92,27.22,27.22,33.69,48.52,44.2,49.06,47.17,53.91,38.54,42.05,55.53,52.56,40.16,69.0,78.71,83.29,83.29,78.17,81.4,90.57,94.61,94.34,94.34,94.61,94.07,94.34,94.34,96.5,96.77,96.5,96.5,96.5,95.42,94.34,95.96,95.69,96.5,95.96,96.77,96.77,94.07,92.18,94.07,90.3,92.72,88.41,83.83,65.77,67.92,63.61,75.74,75.74,83.56,85.71,87.06,90.3,85.44,90.57,89.22,85.71,81.13,83.56,78.98,83.02,78.44,83.29,81.94,84.37,79.78,80.05,75.74,66.31,60.11,59.84,47.71,33.69,36.12,14.29,9.97,14.56,25.88,14.29,11.32,8.36,12.4,13.21,8.36,5.12,12.4,8.09,12.67
BK0668,医疗器械,14.82,20.22,15.63,10.78,10.51,9.16,15.36,23.99,26.15,24.8,32.35,32.88,37.74,38.81,49.33,45.28,56.06,53.64,63.61,67.12,77.36,78.17,78.44,85.18,86.52,88.95,85.44,88.14,88.68,93.53,94.61,95.42,95.69,96.23,95.15,95.15,95.69,94.34,91.91,90.3,91.64,90.57,93.26,93.53,94.34,92.99,92.45,92.45,91.91,86.25,86.79,83.02,78.17,56.6,76.01,82.21,46.63,54.99,82.75,68.46,57.14,47.98,31.27,19.68,14.02,14.82,16.17,22.1,40.97,42.86,33.15,28.3,26.95,40.43,23.99,22.91,46.63,41.24,36.39,22.37,42.05,34.77,34.23,44.2,41.78,54.45,48.25,35.58,24.8,28.03,35.31,30.46,16.71,8.89,9.43,15.09,16.44,23.72,24.8,49.87,32.35,38.81,32.88,33.69,37.2,24.8,28.57,31.81,31.27,21.83,16.44,26.95,23.72,38.27,40.97,22.1,17.79,12.13,9.43,7.01,7.28,7.55,10.24,10.24,7.55,7.28,10.78,5.93,8.36,8.09
BK0893,无线耳机,14.56,20.49,18.87,9.16,9.16,8.36,5.93,5.39,6.47,5.39,5.66,8.36,4.58,1.89,1.08,2.7,4.31,4.31,4.85,12.4,10.51,5.39,14.29,54.45,59.84,34.23,49.6,64.15,60.92,70.08,77.63,73.85,72.51,73.85,73.32,65.5,61.19,34.23,22.91,22.1,21.56,20.75,23.72,20.49,24.26,18.87,32.35,22.64,24.53,20.49,19.14,15.63,22.91,38.27,59.3,66.31,63.88,66.58,89.49,92.99,92.72,92.72,93.53,91.37,90.3,91.64,92.72,93.26,95.15,94.34,94.61,94.88,94.88,95.69,95.15,95.42,95.69,94.34,92.99,93.26,91.37,93.53,90.84,91.11,90.57,88.14,77.09,72.24,67.65,76.55,69.81,71.16,69.54,66.85,70.08,64.69,73.32,74.66,66.58,55.8,61.73,42.59,50.13,42.59,58.22,66.31,68.46,64.15,65.23,56.6,35.31,28.57,28.3,42.05,39.62,29.11,16.17,16.98,28.57,36.66,22.91,22.91,19.95,29.92,27.76,23.45,12.67,17.79,14.02,15.36
BK0954,盲盒经济,14.29,30.19,22.37,25.07,29.38,28.3,20.49,9.7,4.04,12.4,10.24,12.13,16.98,14.29,15.63,14.56,32.35,31.54,42.05,48.25,71.97,88.68,94.88,94.07,92.72,94.61,96.5,97.84,97.3,95.15,93.53,75.2,43.4,32.61,67.12,85.44,39.08,24.53,27.49,48.52,42.59,19.14,14.82,18.87,18.06,11.86,3.5,4.58,5.93,14.82,21.83,66.31,87.6,90.57,88.14,85.71,87.06,92.18,84.91,64.96,91.11,93.8,90.84,84.91,85.44,74.39,78.71,76.55,73.32,75.74,62.8,48.79,31.81,36.12,20.75,8.63,19.41,12.94,22.91,15.9,2.96,1.62,0.54,4.58,4.04,8.36,3.77,4.04,6.47,4.85,18.6,23.72,48.25,32.88,26.42,56.87,50.13,46.9,33.69,26.42,24.53,18.6,16.44,15.36,9.7,8.63,11.32,13.75,7.01,5.39,1.89,2.16,0.54,0.54,0.0,0.0,0.0,0.0,0.54,2.96,4.31,7.28,10.78,3.5,5.66,43.94,32.35,26.95,32.08,18.6
BK0635,中超概念,14.02,25.34,27.49,28.3,26.15,26.42,11.05,11.59,15.9,21.83,15.09,4.31,1.35,3.77,3.77,11.05,5.93,3.77,2.7,9.16,16.71,7.82,7.28,18.06,22.64,21.83,63.88,64.42,71.43,60.11,77.9,77.63,88.68,86.52,90.57,86.25,86.25,86.25,87.87,84.64,85.71,87.6,86.79,88.14,93.26,95.15,90.84,92.18,93.53,96.5,91.11,91.91,86.52,89.76,71.43,73.58,85.71,92.99,79.51,61.73,42.86,38.81,41.78,36.12,6.47,8.09,9.97,11.59,15.09,18.06,41.51,39.89,33.15,32.88,23.18,23.99,18.6,9.97,24.53,45.28,49.6,52.56,58.76,49.06,62.26,66.31,69.81,65.5,61.19,70.08,45.28,45.01,42.32,40.43,41.24,45.55,36.12,32.61,21.02,9.7,21.02,24.53,14.02,16.44,17.79,15.09,19.41,23.99,28.57,22.64,25.34,25.34,31.54,28.3,25.61,29.38,36.12,58.76,50.13,55.26,41.78,39.62,59.84,58.49,53.37,60.38,57.68,57.68,53.91,41.78
BK0921,天基互联,13.75,18.06,20.49,27.76,26.95,32.88,19.95,18.33,19.68,19.95,13.21,11.05,5.93,9.7,7.82,10.51,7.55,10.51,20.22,71.97,91.11,89.76,89.76,86.79,87.87,86.25,91.64,91.64,90.57,90.03,84.91,86.79,71.97,45.01,48.52,53.1,22.91,19.68,12.67,6.74,3.77,4.85,8.09,7.28,7.28,5.93,4.04,2.43,2.16,2.16,3.5,2.7,15.9,22.91,32.88,34.5,50.13,49.06,58.22,79.25,82.75,82.48,80.86,74.66,79.25,82.48,84.64,90.3,93.53,92.72,87.06,83.29,75.74,80.86,73.05,76.82,68.73,60.11,69.0,73.85,60.38,69.81,51.21,62.8,50.13,31.0,16.44,18.06,10.24,23.45,31.54,58.22,71.16,64.96,74.12,70.08,80.05,81.94,80.05,70.89,73.58,76.82,78.71,74.39,78.17,77.9,80.59,74.12,69.54,63.88,63.07,64.69,57.68,74.12,49.06,51.48,32.08,19.95,30.19,40.7,35.04,22.1,16.17,28.03,20.22,14.29,19.14,11.86,23.18,23.45
BK0729,船舶制造,13.48,19.68,7.55,26.15,13.48,27.76,11.32,15.36,8.36,2.7,1.62,1.35,0.81,2.43,6.74,4.04,1.62,0.27,6.2,58.49,56.6,61.99,75.2,55.8,73.85,70.62,87.87,73.58,93.53,93.26,91.64,87.06,78.71,80.32,42.05,64.69,32.88,67.12,26.42,21.02,35.31,18.6,56.87,64.42,55.26,63.88,30.46,30.19,4.58,6.47,17.52,38.27,57.68,55.53,77.63,61.73,74.66,34.77,42.05,39.89,77.36,77.09,49.6,45.01,61.19,41.51,51.21,50.94,70.89,80.32,64.15,69.0,51.48,35.04,13.75,35.85,22.1,40.16,42.86,42.86,9.43,24.8,12.67,16.98,1.62,1.62,0.81,2.43,0.54,0.0,1.35,0.54,18.06,43.4,56.87,25.88,46.09,34.23,39.35,21.56,23.99,61.46,59.3,58.49,75.47,77.63,70.62,77.9,75.47,82.75,84.64,86.52,64.96,51.21,27.76,79.78,82.48,81.13,71.43,84.1,95.96,76.55,68.73,81.94,76.28,73.85,93.26,78.17,83.29,68.46
BK0932,尾气治理,13.21,31.27,39.62,46.63,41.24,43.4,38.54,33.69,55.8,29.92,45.28,35.04,56.33,47.71,45.28,36.39,33.69,46.9,62.26,83.56,79.51,69.27,57.68,40.43,42.86,49.06,34.23,47.44,29.65,21.83,26.42,59.57,64.96,63.88,59.3,55.8,43.4,35.58,24.8,23.99,11.86,9.16,8.89,11.86,11.86,14.02,34.5,19.68,26.68,32.88,29.38,40.7,37.47,71.43,89.22,87.87,92.72,96.5,96.5,94.07,94.88,95.69,95.69,94.61,92.18,84.64,76.82,81.13,78.44,77.09,84.91,79.78,81.4,74.93,59.84,68.73,60.92,58.76,56.6,53.91,71.43,80.32,84.91,85.18,87.33,87.87,88.14,87.33,87.87,89.76,88.41,88.95,87.06,82.75,81.67,81.4,78.98,80.05,80.59,81.67,82.75,80.59,83.56,90.57,89.22,88.95,88.41,87.33,84.1,79.78,79.25,82.75,85.44,90.84,89.76,89.76,84.91,82.21,82.75,84.37,58.76,50.4,36.39,33.69,37.74,28.03,28.3,26.68,37.74,42.32
BK0535,QFII重仓,12.94,18.87,21.56,11.05,9.97,10.24,14.56,19.95,26.95,25.07,31.27,25.61,40.97,38.01,42.32,35.58,51.75,59.84,75.2,76.55,72.24,65.77,47.71,67.12,74.39,65.23,42.05,53.64,57.14,66.85,68.19,76.55,73.85,74.39,71.43,76.82,80.32,71.97,57.41,50.13,41.24,47.98,52.02,46.09,64.69,59.84,68.19,69.54,58.49,56.87,64.69,52.83,55.8,42.86,54.18,55.8,43.13,38.01,64.69,71.16,64.15,68.46,69.0,67.65,57.95,58.22,64.96,59.84,61.99,61.46,57.41,56.6,54.18,62.8,63.07,64.96,74.12,71.43,64.15,60.65,74.66,71.97,67.65,68.73,66.58,70.35,65.5,60.65,60.92,55.8,60.92,60.11,50.4,40.7,34.77,37.47,39.89,47.98,50.67,54.72,49.87,46.63,49.6,47.71,48.79,50.4,49.87,54.99,49.87,52.02,39.62,40.43,41.51,50.4,61.46,53.37,39.08,37.47,36.12,32.35,23.72,25.07,23.18,23.99,28.03,21.02,22.37,21.29,17.52,17.52
BK0892,乳业,12.67,6.74,6.74,9.7,13.21,24.53,15.09,6.2,5.93,11.59,32.88,37.2,40.7,47.98,61.99,52.29,50.4,45.28,73.85,73.85,82.21,86.52,87.6,94.88,94.34,94.88,95.15,95.96,98.11,98.38,95.69,92.99,89.22,89.22,86.52,86.79,88.41,87.87,82.75,82.75,80.05,81.13,82.48,79.78,77.63,72.24,62.8,53.37,25.88,7.55,13.21,29.38,49.6,27.22,38.01,67.92,71.43,78.98,81.94,65.5,56.33,55.8,30.19,26.68,27.49,28.84,30.73,25.34,26.95,37.47,25.07,25.07,19.14,34.23,25.61,8.89,9.16,10.24,5.12,7.55,4.85,1.35,4.31,4.85,4.31,9.43,15.09,10.51,10.78,3.23,4.04,3.23,2.43,4.85,5.12,18.33,14.82,9.43,17.52,25.34,23.72,36.93,31.81,56.87,54.99,41.51,27.76,38.27,44.2,44.47,41.24,53.37,47.17,32.08,35.31,17.52,19.95,28.57,20.22,8.63,20.49,15.63,22.64,10.51,9.97,11.86,24.8,13.48,12.67,5.66
BK0935,中芯概念,12.4,16.98,25.07,8.36,7.01,8.89,4.58,5.93,4.58,15.36,6.74,9.43,11.32,7.82,2.7,6.2,13.48,55.53,74.39,80.86,69.0,47.71,55.26,79.51,85.71,82.75,67.65,83.02,76.28,42.32,78.71,84.64,82.21,75.2,74.66,74.93,35.85,10.51,3.77,2.96,3.23,5.93,11.32,9.43,14.56,8.36,29.38,21.02,19.68,24.26,22.64,11.32,64.96,70.35,86.52,92.18,95.96,94.61,97.57,98.11,97.84,97.04,97.57,97.3,96.77,97.57,98.38,98.65,98.65,98.11,98.65,98.65,96.77,98.11,97.3,97.57,97.57,97.57,97.3,95.96,96.77,98.65,97.84,98.65,96.5,95.96,91.37,90.84,89.76,93.26,92.72,94.61,94.88,95.69,97.3,96.5,97.3,98.11,97.84,97.04,97.3,95.96,95.15,92.99,94.61,92.18,95.42,91.91,93.53,88.95,80.05,70.62,76.01,59.3,48.79,50.4,9.7,6.47,11.32,41.51,10.51,8.36,4.04,5.66,9.7,4.58,2.16,16.44,11.86,18.06
BK0715,航母概念,12.13,22.37,23.72,29.65,12.94,15.36,12.94,23.45,19.41,5.93,6.2,4.04,5.39,8.63,12.4,5.93,2.43,3.23,22.91,54.72,44.74,38.54,32.61,17.79,36.12,36.12,35.04,24.26,44.47,50.94,59.3,57.68,52.83,35.58,17.52,46.09,28.3,48.79,35.04,34.77,37.2,28.84,39.89,51.75,53.64,62.8,60.65,50.13,30.46,33.42,53.64,46.09,49.06,61.73,69.27,52.02,56.87,33.15,53.1,57.95,64.42,77.9,71.43,54.45,54.72,47.17,47.98,55.8,67.39,66.85,60.38,62.8,61.73,52.83,35.31,47.71,34.77,31.27,20.75,16.44,14.82,32.08,26.68,45.55,31.27,21.29,35.04,59.3,33.15,44.47,47.98,44.2,63.34,75.2,77.63,73.85,78.71,79.25,88.41,90.57,87.33,93.53,95.42,96.23,97.84,97.04,92.99,90.03,90.3,92.18,95.96,97.84,97.04,97.04,93.8,95.96,95.42,94.61,94.88,94.88,96.5,88.14,73.85,74.93,68.73,58.49,78.71,71.7,79.51,75.47
BK0568,深成500,11.86,18.33,17.79,7.55,7.82,7.55,8.63,9.16,10.78,10.24,12.94,12.4,17.25,23.18,26.15,21.83,35.58,40.7,49.06,36.66,37.74,28.84,20.75,46.63,50.94,49.33,30.73,46.36,49.6,55.26,61.46,65.5,57.68,62.8,52.29,64.15,59.57,48.52,48.79,49.33,40.97,49.87,55.53,54.72,69.27,66.85,72.24,70.08,59.3,56.33,63.07,46.36,46.63,38.54,31.81,26.42,20.22,22.1,36.39,43.4,40.7,40.16,47.71,43.67,31.0,29.38,35.04,32.61,36.39,31.54,31.54,34.23,34.23,36.66,36.12,40.97,45.55,39.89,31.0,28.57,41.78,44.2,38.81,46.36,44.2,52.29,56.6,53.64,55.26,57.14,48.79,51.75,43.4,39.62,38.01,43.94,45.82,51.75,55.53,53.91,51.21,49.06,50.67,49.33,49.87,49.6,42.32,45.28,41.51,40.16,38.81,37.47,36.12,37.47,44.47,30.46,25.88,31.81,29.11,33.96,32.35,30.19,28.03,29.11,34.5,37.2,42.59,45.28,45.01,42.59
BK0912,远程办公,11.59,19.41,17.52,11.32,14.02,12.94,10.78,12.4,16.44,30.19,25.07,48.79,54.45,38.27,34.23,46.9,51.21,40.97,61.99,61.99,65.77,68.19,73.05,83.83,83.02,80.86,84.64,82.75,78.71,68.46,68.73,38.27,39.62,33.15,40.97,26.95,22.37,13.48,12.4,17.52,29.38,41.51,42.32,30.19,22.1,20.49,17.25,17.52,14.56,23.99,39.08,46.9,51.75,74.12,67.92,70.62,80.05,77.36,77.09,84.37,81.13,75.2,92.18,94.88,94.88,96.77,94.88,90.84,91.64,80.05,69.0,66.31,63.07,61.99,76.55,77.63,81.94,82.48,80.86,78.98,69.54,65.77,29.11,40.7,35.85,23.18,23.18,42.32,33.96,49.87,57.41,63.07,54.72,35.04,33.96,20.75,28.3,31.0,26.68,22.37,23.18,20.75,25.07,18.87,18.33,21.02,26.68,18.33,12.94,11.05,8.63,8.09,16.71,42.86,26.42,22.91,20.75,20.49,22.1,18.33,19.68,19.68,21.02,14.02,14.29,23.99,19.95,25.61,22.1,27.22
BK0644,特斯拉,11.32,22.64,25.34,25.61,24.53,27.22,19.41,22.64,16.71,14.82,14.29,14.29,17.79,11.86,11.32,12.67,11.86,7.55,9.97,16.71,15.63,16.44,10.51,14.29,33.42,28.57,38.54,70.62,72.24,76.82,80.59,83.83,76.28,78.17,80.86,83.02,84.1,83.02,77.09,76.01,72.78,70.89,73.05,76.28,70.08,61.99,73.58,36.39,41.24,57.14,54.99,40.43,46.36,65.5,73.05,68.46,71.16,71.7,86.79,83.56,86.52,86.52,87.33,85.18,83.29,76.55,72.24,75.47,75.74,79.78,84.37,85.44,87.33,85.44,84.1,84.64,80.05,81.13,74.39,79.78,86.52,88.41,89.22,90.03,90.84,90.3,90.3,86.79,85.44,85.71,85.18,85.71,86.52,85.98,81.94,84.64,85.71,84.91,86.52,87.87,87.6,86.52,86.79,82.75,80.32,85.18,83.02,86.79,81.4,79.51,74.93,76.01,77.36,78.71,78.17,72.78,57.41,48.25,45.82,50.67,19.14,24.53,12.67,15.9,27.22,15.9,17.52,14.02,29.92,38.01
BK0723,高送转,11.05,21.02,33.15,50.13,32.61,56.6,74.93,81.67,93.8,96.77,96.5,96.77,98.11,97.84,98.65,98.92,99.19,99.19,99.46,98.11,99.19,99.19,99.19,97.84,98.11,78.71,58.49,39.62,44.2,60.65,83.02,92.72,85.98,82.75,81.4,69.27,73.85,58.76,40.97,38.54,22.91,30.73,46.9,59.03,60.65,64.42,74.66,77.9,73.32,67.39,58.76,48.52,39.35,41.24,67.39,77.09,76.28,84.1,90.03,92.72,90.57,88.95,90.57,88.41,79.51,72.51,76.01,72.78,77.9,88.14,88.95,85.18,85.98,85.98,85.44,84.91,83.56,80.05,77.63,76.28,85.71,82.75,78.17,77.36,78.44,83.56,81.67,74.66,67.92,58.49,63.34,68.19,66.58,66.04,66.85,69.81,75.74,77.9,80.86,85.71,83.83,85.44,81.4,85.44,82.75,77.09,78.17,80.32,83.56,84.64,79.78,80.86,81.4,80.86,77.09,68.73,41.78,32.61,22.64,20.49,13.48,15.9,16.98,18.6,21.02,10.51,14.29,13.75,9.16,12.4
BK0917,半导体,10.78,21.56,26.42,19.41,10.78,23.45,9.97,12.13,12.94,21.02,8.63,10.78,10.51,8.36,4.31,7.01,12.4,43.4,59.57,77.63,75.47,48.79,55.8,74.93,79.25,68.73,63.07,73.05,70.62,61.19,82.21,86.52,84.91,78.71,81.13,85.18,79.25,44.47,32.88,28.84,31.81,39.89,54.18,53.64,65.77,63.07,76.01,67.12,66.04,72.78,65.77,49.87,80.59,88.14,92.45,91.37,90.57,92.45,96.77,97.04,96.77,96.77,97.3,96.23,95.96,97.04,97.84,98.11,98.11,97.57,98.11,98.11,96.5,97.84,97.57,97.84,97.84,97.84,97.57,97.3,96.5,96.5,95.42,97.04,94.61,93.8,85.44,84.1,78.98,86.25,86.79,90.84,92.18,92.18,95.69,92.45,94.88,94.61,93.53,91.64,93.53,90.84,92.45,88.14,92.45,91.37,93.26,91.11,93.8,86.25,76.55,72.24,73.32,64.96,59.3,61.19,25.07,21.02,31.54,52.83,20.22,18.33,14.56,23.72,24.8,14.56,7.28,23.99,15.63,26.95
BK0548,生物疫苗,10.51,8.09,5.12,5.93,6.47,5.12,7.82,10.51,14.29,12.13,17.79,16.44,14.56,13.21,22.91,18.87,31.0,28.84,48.25,60.38,60.11,63.88,59.3,76.28,70.89,76.55,59.57,55.53,61.73,86.25,83.83,88.95,91.11,92.72,92.99,93.8,94.34,92.72,91.11,90.57,91.11,90.84,92.72,94.34,94.61,92.72,92.99,93.8,92.99,84.1,89.76,87.06,77.36,64.96,59.57,54.45,16.17,24.26,42.86,45.55,33.69,18.06,11.86,3.77,4.04,4.58,3.5,3.5,6.2,7.82,5.93,4.58,6.47,12.13,7.01,10.78,16.98,21.29,13.75,3.5,6.47,9.97,11.86,12.94,22.1,42.05,52.83,49.87,46.36,51.75,53.37,41.51,30.46,15.63,15.36,22.91,22.37,30.19,35.58,63.07,59.57,62.26,51.21,54.18,43.67,25.34,20.49,21.83,19.68,12.67,8.09,12.13,9.97,18.33,18.33,13.48,12.13,8.63,7.28,5.39,5.66,5.66,8.09,8.09,8.09,9.43,16.98,10.51,14.82,10.51
