,NAME,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15
BK1001,内贸流通,12.94,15.9,9.97,5.66,5.12,8.09,3.77,7.82,11.59,12.4,12.67,11.32,13.48,9.43,6.74,8.63,10.51,8.63,9.7,10.78,10.78,13.21,12.13,19.41,12.67,15.63,10.24,10.24,10.78,10.24,12.4,17.79,15.63,14.82,13.75,11.32,10.78,18.6,27.22,31.81,26.68,25.07,15.09,14.82,19.14,22.91,23.99,26.95,19.41,19.41,18.06,19.14,16.44,27.49,25.07,29.11,31.27,25.07,27.22,27.76,26.42,27.49,28.3,28.57,28.3,26.68,26.95,21.56,16.44,11.86,14.02,16.44,19.68,20.49,22.1,22.37,25.61,29.92,22.64,27.76,31.27,29.92,48.52,40.43,32.08,30.46,41.24,46.09,45.01,46.36
BK0992,REITs概念,12.67,17.52,10.78,8.89,4.85,9.16,5.39,6.47,9.97,12.67,11.05,8.09,11.32,6.74,8.89,7.82,9.97,7.55,8.09,8.36,11.59,16.17,15.36,18.6,11.59,12.67,13.21,7.82,8.89,8.63,13.21,15.36,14.29,15.36,12.67,9.97,14.82,16.98,24.8,34.5,25.07,23.72,16.17,17.52,19.68,22.37,26.42,24.53,18.06,19.95,17.52,19.41,17.52,24.53,23.72,27.22,29.92,24.8,12.13,10.78,12.4,11.59,11.05,14.29,15.36,17.25,19.95,17.52,22.1,19.14,21.29,20.75,25.61,18.6,19.95,13.48,10.51,20.49,26.95,27.49,19.14,27.49,39.35,26.95,33.96,29.38,32.08,31.81,22.37,18.6
BK0986,CAR-T细胞疗法,12.4,16.71,14.02,4.04,2.43,4.04,7.55,6.2,11.86,14.82,11.86,7.01,15.63,10.78,9.7,8.36,11.05,11.05,7.01,11.59,13.48,15.63,14.02,16.17,13.48,14.29,9.43,6.47,7.55,7.01,14.02,16.98,16.71,14.56,11.59,9.43,14.29,18.87,27.76,35.31,25.34,24.53,17.25,15.09,18.6,25.88,24.8,18.87,24.53,26.42,23.99,15.63,21.56,16.17,18.33,16.44,13.21,17.79,14.02,17.79,14.82,19.95,16.71,14.02,14.29,14.29,18.87,24.26,25.07,25.34,24.8,27.76,28.84,28.03,22.64,24.53,39.35,26.68,23.72,26.15,19.41,16.44,17.25,35.31,34.77,38.01,45.28,40.97,28.03,11.05
BK0982,电子车牌,12.13,20.49,13.48,5.93,3.77,6.2,8.63,7.28,13.75,15.36,13.48,7.28,13.21,11.32,8.63,8.09,8.09,9.43,6.74,12.4,11.05,15.9,16.98,18.33,19.95,25.07,28.03,35.31,42.32,41.51,28.57,13.75,25.34,34.23,33.69,39.62,39.62,42.32,55.8,36.66,47.98,52.56,52.56,47.98,49.06,41.24,42.05,40.43,43.13,43.67,48.25,48.52,40.43,31.54,31.81,37.74,38.27,43.4,35.31,28.84,30.46,26.15,32.61,21.83,18.6,18.6,14.02,12.67,8.36,6.2,4.31,3.77,4.04,7.28,7.82,8.36,7.01,4.58,7.82,4.58,8.09,5.39,5.66,4.31,5.66,4.31,3.5,1.62,1.08,3.23
BK0984,华为汽车,11.86,19.14,13.21,7.28,4.04,5.93,8.09,8.09,9.16,14.29,15.9,7.55,14.56,9.97,7.28,7.28,8.36,9.16,10.24,12.67,12.13,14.56,14.29,17.79,10.51,15.36,11.59,8.89,9.97,7.55,15.36,17.52,90.3,90.3,91.37,90.57,92.72,92.18,92.18,93.53,92.99,92.99,95.96,94.88,95.96,94.07,94.34,94.07,92.18,91.11,92.72,91.11,88.95,90.03,88.68,91.11,91.64,88.14,87.6,88.41,85.44,88.95,87.6,86.52,86.79,87.33,83.02,82.21,82.48,81.94,78.17,75.74,71.43,71.97,69.54,62.8,59.3,52.02,54.18,56.06,69.0,68.19,63.61,66.85,51.21,47.98,35.58,41.78,39.89,54.18
BK0964,6G概念,11.59,14.29,19.68,24.8,26.95,35.58,41.24,40.97,44.47,44.47,61.99,59.3,61.73,51.75,51.21,53.64,48.52,54.99,57.14,53.1,55.26,46.09,56.06,56.87,54.99,65.5,61.99,70.35,69.54,61.19,45.82,43.13,54.45,56.06,51.48,55.26,60.92,70.08,80.59,83.02,83.02,83.29,85.44,87.87,87.06,84.91,78.98,77.9,78.98,76.28,76.55,74.39,75.74,73.85,73.05,76.01,70.89,71.16,70.62,70.62,70.89,68.46,69.0,67.65,71.43,71.43,67.92,73.85,73.32,73.58,67.65,63.61,59.57,66.04,64.15,66.31,67.39,65.5,65.77,66.31,65.23,63.61,54.18,53.1,61.19,66.04,69.27,70.89,65.77,71.97
BK0945,装配建筑,11.32,11.05,5.12,2.7,8.36,2.96,2.96,2.96,2.96,2.7,2.7,2.7,2.96,3.23,3.77,11.59,12.94,6.47,5.66,5.66,5.66,8.09,8.36,7.01,6.47,7.82,8.09,14.82,15.63,13.48,17.79,13.21,11.32,12.4,16.98,19.95,23.18,25.07,18.87,15.9,20.49,22.1,25.88,28.84,30.46,33.69,34.5,37.47,37.2,38.01,38.81,38.81,39.89,42.05,42.05,39.89,40.7,41.24,40.43,42.86,44.74,44.2,43.67,51.48,55.8,62.53,64.15,60.11,61.46,59.84,64.96,62.8,67.65,64.69,67.65,56.87,50.94,54.72,55.8,58.22,47.44,47.44,51.75,51.21,51.48,51.48,49.33,49.33,42.32,39.62
BK0801,增强现实,11.05,8.36,7.55,17.79,16.98,18.87,37.47,38.01,53.91,52.56,57.95,52.29,52.29,43.4,40.97,32.88,30.73,36.66,36.12,37.74,32.08,27.22,32.08,27.22,29.65,29.38,32.35,34.5,37.74,36.12,30.19,20.49,20.49,26.68,24.8,26.42,27.49,35.58,46.9,37.2,47.17,51.48,54.45,52.83,55.26,53.91,52.56,51.21,51.48,48.52,46.9,42.86,44.2,40.43,42.86,45.28,40.97,46.63,38.54,37.47,38.27,45.55,49.87,39.62,43.94,42.59,37.47,44.47,34.77,48.25,36.66,35.31,37.47,43.4,41.78,45.01,49.87,44.47,45.28,43.94,47.71,40.16,33.15,36.12,35.85,34.5,28.3,26.15,21.02,27.49
BK0877,PCB,10.78,7.55,7.01,21.56,19.14,15.36,28.84,26.68,32.88,28.03,45.01,42.05,42.05,30.46,42.59,49.06,46.36,46.63,49.87,57.68,49.33,42.05,52.02,48.25,48.79,61.46,66.04,68.73,61.73,59.57,60.92,52.56,53.64,57.14,59.3,66.04,65.23,70.62,80.32,84.1,89.22,88.68,89.22,88.68,87.6,85.98,85.18,84.64,84.64,83.83,84.64,83.56,83.83,82.75,80.32,81.67,79.25,80.32,77.9,77.63,74.93,76.28,73.58,68.73,66.85,68.46,70.08,75.47,75.2,74.66,64.15,67.65,64.69,68.46,60.11,55.26,58.22,53.91,52.29,45.01,50.67,46.09,36.93,37.74,32.88,21.02,11.05,14.29,21.56,26.42
BK0578,稀土永磁,10.51,34.77,40.43,49.06,28.3,17.52,18.87,13.48,16.44,7.01,21.56,25.07,29.92,51.21,59.57,64.96,57.41,59.3,53.1,64.69,58.49,79.78,86.25,85.44,88.95,89.22,93.8,93.26,92.99,90.3,93.26,92.99,90.84,92.99,94.07,94.34,95.69,95.42,93.8,95.15,96.23,96.5,94.07,88.95,94.07,93.26,95.96,95.96,96.5,96.23,96.23,96.23,94.88,95.69,95.42,94.88,95.69,95.42,94.07,94.88,95.96,95.69,95.96,96.23,96.23,95.96,95.96,96.23,96.5,96.5,94.88,95.42,94.88,94.88,94.61,94.07,93.53,92.72,92.99,92.99,92.18,88.41,86.79,87.87,82.75,81.67,63.07,74.66,78.44,84.91
BK0960,无线充电,10.24,9.43,28.57,37.2,31.54,27.22,40.16,43.13,56.6,50.4,69.81,76.01,70.62,73.05,81.4,83.56,82.48,86.52,81.4,83.83,78.71,75.2,81.13,81.4,80.86,83.29,83.83,79.25,76.01,76.01,74.39,60.65,61.19,66.04,63.61,62.53,68.46,67.39,64.69,68.46,71.43,74.93,77.63,77.63,78.71,77.9,77.63,78.44,77.9,80.86,79.51,78.98,76.55,74.93,71.43,72.51,71.97,70.62,69.54,66.04,67.92,67.65,59.57,53.1,52.83,55.26,52.02,58.22,50.94,51.75,38.54,34.5,31.54,33.96,22.91,17.25,16.71,15.9,19.95,16.44,23.45,22.64,16.17,18.33,14.56,8.09,5.66,8.89,12.13,14.82
BK0579,云计算,9.97,7.01,5.66,15.36,18.87,19.68,46.9,54.18,51.48,53.1,59.84,52.83,53.1,42.59,40.43,29.11,29.11,33.15,40.97,41.78,36.66,35.04,39.62,40.7,40.97,48.25,45.55,53.64,56.6,54.45,49.87,46.09,49.33,49.6,51.21,51.21,47.44,52.02,58.49,57.14,62.26,64.42,62.8,65.77,63.61,61.99,61.19,60.92,62.26,59.57,62.53,59.84,58.49,54.72,54.18,57.14,55.8,55.26,52.02,50.13,49.06,52.56,54.72,46.63,45.01,41.51,31.27,29.92,28.57,28.57,26.42,29.38,26.15,34.5,34.5,35.85,35.58,35.58,35.31,36.39,43.94,40.43,35.85,39.08,44.2,40.16,43.4,28.03,26.15,32.35
BK0692,在线旅游,9.7,11.32,18.06,9.97,10.24,9.7,1.89,1.35,1.08,1.62,1.08,2.16,1.35,1.35,2.7,1.89,1.35,1.62,2.96,2.43,2.96,1.62,1.62,1.35,1.35,1.08,1.08,1.62,1.35,1.08,1.08,1.08,1.35,1.35,1.08,1.35,0.81,1.89,2.16,1.62,1.35,1.89,1.35,1.08,1.08,1.35,1.08,1.08,1.89,2.43,2.7,2.96,2.16,2.96,4.31,4.04,5.93,7.55,11.86,13.48,17.52,16.17,18.33,18.6,21.02,19.41,23.45,19.41,24.26,19.41,22.37,25.61,16.98,15.36,12.4,14.56,11.59,12.13,9.16,12.94,10.51,14.02,17.79,14.56,20.75,26.15,30.73,27.49,33.42,36.93
BK0725,装修装饰,9.43,8.63,2.43,1.08,1.62,1.89,2.7,3.5,3.5,3.5,3.23,3.23,3.23,3.5,4.31,16.17,16.98,18.6,17.52,18.6,18.33,26.68,25.88,26.42,24.26,25.34,23.99,25.34,25.88,23.99,25.07,27.22,19.14,18.87,19.41,21.29,24.26,27.49,29.65,22.1,32.08,36.39,31.0,32.35,29.65,30.19,30.19,30.19,35.31,39.08,37.2,34.77,35.58,35.04,38.54,34.5,29.65,33.69,30.19,30.46,31.81,24.53,24.8,24.53,29.92,32.61,33.15,26.68,26.95,22.91,26.95,26.95,36.39,30.73,38.27,19.41,13.75,13.48,17.52,10.24,7.01,5.93,7.01,6.2,6.47,5.93,6.47,5.66,3.77,2.96
BK0814,大飞机,9.16,8.89,26.68,36.66,49.6,51.21,46.36,39.08,45.82,44.74,44.2,43.13,60.65,65.5,67.39,68.46,65.23,56.87,43.4,57.95,49.06,43.4,43.13,45.82,53.64,64.96,66.85,65.23,62.8,59.3,64.96,77.9,75.2,77.63,78.98,78.98,81.67,82.75,84.91,79.78,83.56,80.32,82.21,84.1,82.48,88.41,85.98,83.83,86.25,84.91,83.29,84.64,83.56,85.44,85.71,89.76,91.11,91.91,90.03,89.76,89.76,89.22,89.22,89.76,88.41,88.41,86.52,87.33,85.98,86.25,86.79,85.44,77.9,78.17,79.51,79.51,78.98,81.94,83.02,81.67,82.75,85.44,84.64,85.18,81.67,79.51,79.25,80.86,85.18,86.25
BK0424,水泥建材,8.89,12.4,15.36,11.59,10.78,2.7,2.16,2.43,2.43,2.43,2.43,2.43,2.7,1.89,2.16,2.43,2.7,1.89,1.62,1.62,1.62,2.16,1.89,1.62,1.62,1.89,2.43,2.96,2.7,2.96,2.7,2.7,2.43,2.43,3.5,3.77,4.04,6.74,5.12,3.77,5.66,5.12,5.93,7.28,8.89,12.67,14.82,16.44,12.13,16.44,14.29,15.9,14.29,19.41,22.1,21.83,28.03,31.81,28.84,29.92,24.53,29.11,25.34,36.66,48.25,50.13,50.94,47.98,50.67,46.63,65.77,66.85,75.2,70.62,71.43,69.54,66.85,69.54,68.19,61.46,48.25,51.48,56.06,49.33,57.14,63.61,67.65,66.31,66.04,65.77
BK0921,天基互联,8.63,9.16,18.6,38.01,53.37,50.94,68.73,59.03,67.12,68.73,72.78,75.47,76.55,75.74,69.0,66.85,62.26,59.03,56.6,62.8,45.28,34.77,45.28,52.02,38.81,47.98,45.82,49.87,46.9,38.27,29.92,33.96,34.23,36.93,39.62,49.87,67.12,66.58,72.24,69.81,78.44,75.47,78.71,78.17,76.55,78.71,76.55,72.24,74.12,73.58,73.05,72.78,72.51,70.35,68.46,70.62,70.08,71.43,68.73,66.58,70.08,66.58,70.08,65.5,62.8,61.46,54.45,59.03,53.64,44.74,42.32,34.77,29.92,33.42,37.74,37.47,45.82,40.16,42.86,37.74,53.91,55.8,41.78,31.81,33.42,31.81,34.23,30.73,37.2,51.21
BK0729,船舶制造,8.36,4.31,8.36,22.64,61.73,49.6,57.14,47.71,67.92,52.02,61.46,48.52,68.73,81.13,73.85,78.71,68.73,53.64,33.15,45.82,35.58,39.89,28.03,23.45,26.15,30.46,25.61,28.84,18.6,12.4,5.39,6.47,4.58,6.74,9.7,14.82,34.23,38.81,48.52,29.11,45.55,35.58,40.97,31.81,31.81,56.06,39.35,38.81,45.82,41.78,38.54,45.55,47.71,52.02,48.25,42.05,41.78,39.08,31.27,50.4,57.95,53.37,48.79,55.26,57.14,56.87,45.01,53.64,50.4,54.99,69.0,62.53,54.72,40.7,48.52,42.59,60.65,73.32,79.51,77.09,74.93,73.58,65.77,64.15,68.46,64.42,75.47,80.59,83.29,81.94
BK0448,通讯行业,8.09,9.7,15.09,22.37,29.38,35.04,49.33,49.6,51.75,55.8,64.96,60.11,62.26,54.18,52.56,50.13,47.71,52.83,49.06,52.02,42.86,36.12,44.47,46.36,48.52,53.91,50.94,60.65,59.84,57.68,50.13,49.06,57.95,60.11,59.03,58.76,58.22,62.26,68.73,74.12,75.2,77.9,77.36,77.9,74.93,74.93,72.51,71.43,72.78,69.81,70.62,68.73,68.46,67.92,66.85,69.54,66.85,66.04,64.69,62.26,60.65,54.18,51.48,46.36,44.2,42.05,39.62,45.28,38.01,36.39,33.69,33.69,28.3,33.15,32.88,31.0,32.88,33.42,35.58,33.96,43.13,45.28,38.01,38.54,41.24,47.17,52.02,41.51,40.43,42.86
BK0957,拼多多概念,7.82,6.47,4.85,12.13,12.94,11.86,19.14,16.44,16.17,10.24,7.55,4.85,7.82,5.66,5.39,4.04,4.04,5.39,4.04,4.85,4.04,2.43,2.96,1.89,2.16,1.62,1.62,2.7,2.16,2.16,1.62,1.62,1.62,1.62,1.89,2.16,2.16,2.7,2.7,2.16,2.43,3.23,3.77,4.04,5.93,9.43,11.05,11.05,16.17,15.63,21.29,23.18,28.03,23.18,22.91,19.68,15.9,17.52,17.52,18.6,15.9,18.87,24.53,23.72,23.18,25.88,25.61,26.95,31.0,33.96,37.2,41.24,38.81,38.27,35.31,33.69,28.03,34.23,39.35,43.67,42.32,38.27,39.08,41.24,45.55,50.4,62.8,63.61,65.5,61.19
BK0735,安防设备,7.55,5.12,6.2,15.9,19.95,20.22,36.12,48.79,62.53,66.58,71.16,70.89,71.43,74.12,63.07,53.37,42.86,47.44,39.08,50.13,46.36,49.33,34.23,31.81,35.31,31.0,37.74,46.09,45.82,39.62,34.23,25.34,28.3,29.11,32.88,37.2,43.94,39.08,45.28,29.65,42.59,46.9,51.48,52.02,50.13,53.37,53.91,51.75,54.45,52.02,50.13,45.82,44.47,45.55,40.7,40.43,41.51,47.17,42.05,40.97,45.01,39.35,39.35,32.35,31.0,25.34,18.6,14.82,10.24,12.94,7.82,7.01,6.47,5.93,7.55,5.66,9.43,9.7,14.02,8.09,14.02,11.59,12.94,9.16,7.82,8.89,9.97,7.55,5.66,8.36
BK0666,苹果概念,7.28,5.66,8.89,21.02,15.63,14.56,26.95,27.49,43.94,39.08,57.14,60.38,61.99,59.57,70.35,72.78,74.93,76.28,76.01,76.28,71.43,69.81,76.28,76.55,80.59,85.44,84.91,81.67,79.78,77.09,78.71,71.43,72.78,74.39,74.39,75.47,75.74,78.17,78.44,79.51,81.13,82.48,83.56,82.75,83.56,85.18,84.91,84.91,84.91,84.37,83.56,82.75,82.75,81.67,78.98,80.86,78.98,78.98,77.63,76.55,76.55,76.82,76.55,73.85,74.39,74.66,73.32,75.74,74.12,75.2,68.46,68.19,65.5,69.54,63.07,58.22,56.06,51.48,51.75,47.98,54.18,50.4,40.16,45.55,37.47,22.37,14.02,17.52,30.73,38.81
BK0919,RCS概念,7.01,5.39,5.93,16.17,21.29,21.56,44.47,53.91,39.08,39.89,43.94,36.39,42.86,32.88,23.45,13.48,6.47,13.48,18.6,23.99,24.26,21.29,21.83,24.8,22.64,21.29,18.87,22.91,24.8,24.8,20.49,19.68,25.88,26.42,25.61,28.03,28.57,28.57,41.51,28.57,38.81,46.09,47.98,51.48,51.75,49.06,46.9,46.36,49.06,46.9,46.63,46.63,47.44,45.82,47.98,49.6,48.52,45.55,45.28,40.7,39.62,37.47,34.5,31.0,23.45,22.91,17.25,14.56,17.79,22.37,22.1,22.64,23.99,25.88,33.96,38.27,42.59,42.86,46.9,42.86,40.43,39.89,42.59,42.32,62.53,71.43,79.78,77.09,64.15,73.58
BK0429,交运设备,6.74,6.2,4.58,10.78,8.89,3.23,9.43,9.7,4.58,4.04,4.31,6.2,16.71,16.44,14.56,16.98,12.4,12.94,13.48,16.71,16.44,10.78,18.6,10.78,16.71,11.59,16.44,17.25,16.44,16.98,9.43,5.93,6.74,8.63,9.16,14.56,17.52,26.15,24.26,19.41,29.38,34.5,39.08,42.86,44.47,43.4,43.94,46.09,49.33,53.1,51.48,50.4,54.45,53.91,53.91,54.45,53.37,56.33,58.22,56.87,50.4,50.4,46.36,50.4,54.45,57.14,56.33,59.84,56.6,48.79,49.87,43.4,43.13,42.59,43.4,38.01,40.7,43.4,47.71,47.17,41.51,42.32,38.27,44.47,44.74,49.06,45.82,46.63,53.1,56.6
BK0715,航母概念,6.47,10.78,31.0,44.47,50.13,48.52,49.6,35.85,44.74,42.86,40.43,36.66,50.94,56.87,58.49,58.49,58.49,50.13,30.73,42.59,33.15,29.65,26.68,25.88,26.68,41.24,44.2,46.63,39.35,29.65,36.66,54.72,48.25,55.53,55.53,53.1,64.69,70.89,69.0,62.8,69.27,65.5,69.0,69.27,67.12,77.63,78.71,78.17,79.51,76.55,73.85,76.28,75.47,77.63,78.44,81.4,81.67,82.48,78.98,80.86,84.91,83.29,85.98,87.6,88.68,87.87,84.37,85.18,86.25,84.37,87.33,86.25,85.18,83.29,84.64,84.64,84.37,84.91,86.52,85.98,87.33,88.95,88.95,88.41,88.68,88.14,89.49,89.49,91.37,93.26
BK0611,上证50_,6.2,6.74,15.9,11.86,9.97,9.97,9.16,10.78,7.01,5.12,5.39,15.09,9.16,13.75,16.98,17.25,18.33,15.9,11.86,17.52,17.25,6.2,7.55,7.28,5.66,9.7,8.63,12.13,12.4,11.86,18.6,11.05,11.59,11.86,18.33,15.63,20.75,14.56,13.75,11.59,13.75,12.67,19.41,21.29,20.75,20.49,28.03,17.79,12.67,13.75,13.21,12.4,13.21,15.63,13.75,12.94,12.13,10.78,15.09,14.29,14.02,16.71,14.82,16.71,19.41,20.22,19.14,20.22,22.91,18.06,19.41,24.53,33.42,24.8,19.14,16.17,16.17,18.87,18.06,19.41,22.37,35.58,47.98,39.35,39.08,45.28,50.94,54.72,49.87,66.85
BK0897,IPv6,5.93,12.94,8.09,14.56,12.67,12.94,27.49,34.5,38.27,38.54,60.92,67.65,64.96,42.05,40.7,45.82,40.43,40.7,34.77,44.2,41.78,38.27,47.98,53.1,44.74,52.83,48.52,60.38,63.61,72.78,77.63,80.05,88.68,87.06,86.52,84.37,84.1,80.59,85.98,87.6,84.64,84.1,85.71,86.25,82.75,83.83,85.71,91.37,89.76,86.52,86.52,84.91,86.79,87.33,86.25,90.57,89.76,85.44,85.18,82.21,81.4,80.05,79.78,81.4,82.75,80.86,77.36,78.44,76.82,82.21,80.86,79.78,81.4,84.1,82.21,80.86,82.75,82.75,83.56,83.83,83.83,82.75,83.02,84.37,87.87,89.76,92.45,89.76,87.87,85.71
BK0669,生态农业,5.66,8.09,6.74,16.44,14.82,16.71,13.75,11.59,6.74,7.82,5.93,5.39,6.2,14.02,13.75,14.56,13.75,12.67,14.02,13.75,8.63,9.7,17.52,14.29,20.75,20.49,26.68,23.18,26.95,28.3,32.08,37.2,36.39,32.08,31.27,35.04,39.35,43.13,38.01,38.01,41.78,39.35,33.69,33.42,34.23,33.42,36.93,38.54,41.78,38.54,41.78,44.47,46.09,47.44,47.17,44.47,49.33,46.9,55.53,54.18,53.64,55.8,56.06,59.03,55.26,56.06,60.92,57.14,60.92,62.26,69.27,70.89,77.36,73.05,78.71,82.75,81.13,81.4,77.9,80.32,80.05,79.51,80.86,80.32,82.48,83.56,81.67,80.05,76.01,68.46
BK0475,银行,5.39,7.82,6.47,10.51,9.7,2.16,2.43,2.16,2.16,3.23,2.96,3.5,3.77,2.96,3.23,3.5,5.93,4.04,3.5,4.58,7.82,7.01,6.47,8.09,5.93,6.47,5.12,3.77,3.77,3.77,8.89,7.55,8.63,4.85,5.66,4.58,6.2,5.39,6.47,8.09,7.55,3.5,2.96,2.7,2.43,2.7,4.04,3.5,3.5,5.12,5.39,4.85,4.04,8.09,8.09,6.47,9.43,5.93,7.55,7.28,5.93,6.74,4.58,7.01,8.09,9.16,8.89,6.74,6.74,4.58,5.93,13.21,15.63,9.7,9.43,6.2,4.04,4.85,4.85,3.77,4.31,7.82,20.49,7.28,8.36,14.29,22.91,33.42,28.3,37.2
BK0713,2025规划,5.12,7.28,8.63,17.25,15.9,16.44,23.99,23.99,29.11,26.95,31.27,35.85,44.2,44.2,44.74,44.2,38.81,40.97,36.66,41.51,40.16,41.51,40.16,38.81,45.55,49.06,51.21,55.53,54.18,50.94,56.6,59.84,61.46,65.5,67.92,66.58,65.77,65.23,64.42,65.5,66.58,68.19,72.24,73.58,74.39,74.39,74.39,76.01,73.85,74.66,72.24,71.43,73.05,71.43,71.7,73.32,73.32,73.85,73.58,74.93,76.01,76.55,77.9,77.63,78.17,77.9,74.93,76.82,77.09,76.28,75.74,73.85,70.35,73.85,73.32,74.93,76.01,76.28,76.82,76.55,77.09,75.47,77.36,77.36,76.82,77.63,79.51,76.28,77.63,81.4
BK0834,乡村振兴,4.85,5.93,7.28,13.21,13.21,13.48,12.13,12.94,5.66,4.31,4.58,6.74,8.09,16.98,18.33,16.71,16.44,19.68,22.1,20.22,20.49,25.34,25.34,26.68,25.61,27.76,27.49,26.15,27.76,29.38,29.11,31.0,33.42,35.31,35.04,35.85,43.67,46.63,43.67,37.47,43.4,40.43,38.01,38.54,39.89,42.59,43.13,45.28,47.44,47.71,45.55,49.06,48.79,49.87,50.67,46.36,48.79,46.36,49.33,44.74,39.89,41.78,42.59,49.33,48.52,48.25,55.26,51.21,51.21,50.67,58.49,55.53,60.65,53.64,58.22,66.04,63.88,60.38,61.99,59.84,61.99,59.3,64.96,60.38,72.78,74.93,77.63,69.27,67.65,64.42
BK0972,快手概念,4.58,2.43,1.89,2.16,7.82,3.5,14.29,16.71,15.09,19.68,19.68,18.06,18.87,14.82,11.86,4.31,4.85,6.2,11.59,14.82,6.47,4.58,5.12,4.58,4.31,4.31,5.39,10.78,5.12,5.93,4.31,5.39,3.77,4.31,4.04,5.12,5.12,4.85,5.39,3.5,8.36,9.43,7.55,5.39,6.2,4.04,3.77,4.31,8.36,8.89,8.89,6.47,5.39,5.39,9.16,10.51,12.94,15.9,12.4,9.16,11.32,14.29,14.56,12.4,12.13,12.4,9.7,7.55,8.89,14.02,9.97,11.86,17.25,14.56,16.71,18.06,12.94,15.36,17.25,15.9,14.82,15.09,9.16,10.78,14.29,12.13,8.89,6.47,4.58,6.74
BK0885,VPN,4.31,3.5,3.77,11.05,10.51,10.51,19.68,28.03,25.07,31.81,33.15,31.81,31.81,24.53,19.68,11.32,5.66,6.74,16.71,18.06,9.43,6.47,9.7,8.63,7.28,17.52,15.36,32.88,45.28,51.75,57.41,52.29,60.11,52.83,53.1,53.91,50.13,54.45,61.19,57.95,61.46,63.61,59.84,65.5,59.57,55.8,56.06,59.03,57.68,50.67,50.67,44.74,46.36,46.63,46.09,47.17,47.17,47.71,46.63,45.01,45.82,56.06,60.92,56.06,60.11,55.53,41.51,34.77,36.93,35.58,39.35,37.74,37.74,46.9,42.86,48.25,50.67,52.83,49.87,53.1,57.14,58.76,51.48,55.53,61.46,58.49,60.38,25.88,10.51,14.29
BK0947,屏下摄像,4.04,4.04,2.16,3.5,8.63,10.78,11.59,11.32,19.14,11.05,23.99,40.7,30.19,31.81,35.31,47.98,40.97,49.33,41.51,36.93,30.46,25.07,39.08,45.28,51.75,58.22,65.77,62.8,55.53,63.88,62.53,67.39,71.7,70.62,71.7,70.62,67.39,61.46,64.96,64.15,58.49,57.14,61.99,62.26,64.15,70.08,67.65,64.69,64.69,62.8,60.38,54.45,54.99,49.33,46.63,55.26,53.64,54.72,57.68,51.75,52.29,57.68,52.56,46.9,47.98,46.36,44.2,41.24,41.51,54.18,46.36,40.7,39.35,37.74,37.47,31.81,31.54,31.27,33.15,33.15,50.13,46.36,34.77,27.49,24.8,22.1,11.59,14.56,16.17,8.63
BK0738,多元金融,3.77,4.58,4.31,2.96,11.05,11.05,9.7,10.24,4.04,5.39,5.66,4.58,5.93,12.13,5.66,12.94,20.22,16.98,15.09,15.9,8.36,10.51,10.78,13.21,6.74,6.74,6.74,14.56,12.67,12.67,8.63,6.2,7.82,7.82,8.09,15.36,25.61,26.42,29.92,24.26,29.65,30.19,26.95,30.46,25.34,32.61,31.54,15.36,25.34,25.61,23.18,16.44,25.34,28.03,29.38,23.18,26.95,22.91,24.8,23.99,23.99,23.72,23.45,28.03,32.61,31.54,39.89,33.96,39.35,32.08,40.43,42.32,47.71,41.24,45.01,39.89,26.95,37.2,34.77,36.93,35.31,38.54,43.67,35.58,47.71,48.52,51.75,53.1,61.19,52.56
BK0880,UWB概念,3.5,3.77,4.04,12.94,19.68,21.29,39.08,33.42,35.85,50.94,63.07,57.14,60.11,47.98,43.94,38.81,38.54,48.79,52.02,52.29,46.63,51.21,49.06,44.47,39.35,46.9,46.63,53.1,53.64,47.44,35.04,30.46,31.81,34.77,28.03,28.84,32.88,38.27,53.64,52.83,54.99,57.95,63.07,64.69,62.26,62.26,60.92,59.84,58.76,58.76,58.76,58.76,55.8,50.13,52.83,53.37,54.72,55.8,47.44,45.55,43.13,39.08,40.97,32.61,32.35,30.19,25.88,33.15,28.03,23.18,19.95,20.49,13.21,15.9,18.06,21.02,19.41,19.68,16.98,10.51,18.87,14.82,8.09,7.82,11.05,9.43,12.4,5.93,4.31,12.67
