,NAME,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22
BK0520,社保重仓,12.67,13.48,4.85,3.77,5.39,5.66,4.58,2.7,3.23,3.5,2.7,1.89,7.82,8.63,13.48,17.52,4.58,11.59,33.96,49.06,88.68,82.75,76.55,79.51,86.25,85.18,95.15,86.52,45.82,41.51,10.51,28.03,31.54,33.15,35.04,70.62,56.6,84.64,92.45,92.45,94.07,94.34,94.34,98.38,96.77,93.26,95.15,92.45,82.75,84.1,88.68,88.68,81.4,66.85,87.33,92.45,90.3,95.69,98.38,97.3,95.96,92.18,86.79,67.12,67.12,61.46,39.08,40.7,45.28,41.51,15.9,19.14,31.81,42.32,50.13,52.29,69.54,60.92,64.42,78.98,91.37,87.6,95.42,94.61,92.99,83.56,90.3,83.29,66.31,67.39,54.99,64.42,64.69,61.99,72.78,76.82,61.99,76.55,73.32,58.22,47.98,64.42,64.42,73.32,74.12,70.62,78.98,84.64,90.57,95.15,92.18,69.0,36.12,26.42,4.31,22.64,9.7,6.2,8.36,14.82,38.54,79.78,72.24,80.86,83.29,77.63,71.7,64.69,45.82,42.59,33.42,11.86,8.09,8.36,8.63,8.09,9.16,3.5,12.94,1.62
BK0473,券商信托,12.4,16.98,8.36,12.4,25.88,28.57,28.3,14.82,36.93,45.01,31.54,22.91,25.07,8.09,9.97,42.05,74.93,60.38,29.11,53.64,80.86,44.47,61.46,59.57,21.83,1.62,1.62,1.62,0.81,1.89,1.89,5.12,3.23,7.55,10.78,14.56,2.43,8.89,7.01,7.28,6.47,34.77,35.58,12.94,8.89,5.39,12.13,6.47,23.72,86.25,89.49,75.74,87.33,98.92,97.84,98.92,99.19,99.73,99.46,98.11,95.69,84.91,77.36,17.79,59.57,36.93,6.2,4.58,3.5,0.81,3.23,15.09,25.61,37.47,16.98,8.63,4.58,24.8,70.08,54.18,70.62,49.6,24.8,5.93,7.28,14.56,11.59,2.96,0.54,5.39,2.43,0.81,19.68,42.05,41.78,27.49,31.0,56.6,78.17,72.24,72.78,80.05,57.95,25.34,47.17,51.21,44.2,19.14,7.01,10.24,22.1,9.16,11.86,45.82,43.67,68.46,97.3,97.84,98.92,94.88,93.8,93.26,94.07,91.91,74.12,67.92,43.4,65.77,41.24,77.63,73.58,81.94,76.82,90.84,91.64,75.2,30.46,15.36,42.05,22.1
BK0727,医疗行业,12.13,3.5,5.12,6.2,10.51,6.74,8.63,9.43,8.09,9.43,11.86,9.43,29.38,31.27,29.11,49.33,33.42,43.13,65.5,90.57,94.07,90.57,91.64,86.79,86.52,80.86,87.6,88.95,79.25,88.68,77.9,90.03,85.44,90.3,90.03,96.23,96.5,98.11,98.92,98.92,98.92,98.65,98.38,96.77,92.72,86.52,85.98,78.98,73.85,67.39,86.79,85.18,57.14,90.3,96.23,94.34,95.69,92.45,86.52,73.85,74.93,88.95,71.97,41.51,66.58,70.62,28.3,25.34,11.32,8.89,2.43,1.08,7.28,19.95,33.69,38.01,45.55,37.74,68.73,87.33,92.18,86.79,95.69,90.03,54.99,6.74,29.92,21.02,9.16,2.96,0.27,5.66,1.35,2.43,2.7,24.53,11.32,8.63,3.5,1.35,2.96,12.13,18.87,31.27,22.91,52.02,33.96,61.19,49.87,84.37,81.67,19.14,11.32,10.78,15.63,2.7,6.74,5.93,5.12,1.35,1.89,2.96,2.43,1.35,0.81,0.54,0.54,0.0,1.89,10.78,4.85,2.16,7.28,6.47,17.79,28.84,5.39,41.78,72.51,42.32
BK0711,券商概念,11.86,16.17,7.55,9.97,23.99,28.84,34.77,17.25,39.62,45.55,32.61,20.22,27.76,9.97,15.36,42.32,76.28,60.92,30.46,57.95,81.4,58.22,66.58,67.92,27.22,2.16,2.16,1.89,1.35,3.23,2.43,4.58,2.7,6.74,10.24,13.21,3.5,9.7,7.82,6.74,7.01,36.66,37.47,13.48,9.97,5.93,14.02,5.93,22.1,86.79,89.22,73.58,87.06,98.65,97.3,98.65,98.92,99.46,99.19,97.57,94.34,82.48,73.32,16.71,56.33,33.69,3.5,3.23,3.23,1.08,2.96,13.75,24.53,35.85,17.52,8.36,5.66,26.15,71.43,55.53,69.0,52.02,27.22,7.01,7.82,15.09,11.86,3.5,1.08,6.2,4.31,1.08,23.45,45.01,43.94,29.65,33.15,56.87,76.55,66.85,70.08,75.74,50.13,19.68,40.16,42.32,32.61,13.21,5.39,7.01,16.71,7.55,7.82,38.54,33.69,60.65,96.77,97.57,98.38,92.99,91.91,91.64,92.18,90.3,70.08,62.8,40.16,64.96,42.86,78.71,75.2,85.98,81.4,93.26,92.99,83.02,40.16,20.75,47.98,26.42
BK0974,化妆品概念,11.59,9.7,13.21,25.61,12.94,8.63,7.82,17.52,33.96,12.13,30.46,32.08,88.14,93.26,92.72,92.45,94.34,90.84,93.53,96.77,97.3,95.96,87.06,88.14,78.98,91.91,92.45,98.11,97.3,97.57,97.3,97.84,88.68,82.75,94.07,96.5,96.77,88.14,93.8,94.34,93.26,95.42,97.57,98.92,95.96,89.49,84.37,95.15,97.3,95.96,96.5,97.04,91.37,90.57,92.99,92.99,95.96,90.3,74.93,82.21,85.18,56.33,34.5,63.61,84.37,60.92,34.77,7.28,4.31,6.74,3.5,3.23,7.01,5.39,8.09,16.44,11.05,17.52,25.88,46.09,70.89,65.5,84.1,63.34,46.09,15.63,32.08,30.19,11.86,7.28,2.7,8.09,5.12,4.58,3.5,11.59,7.82,10.51,4.85,1.89,1.89,2.43,1.89,4.04,2.16,3.77,2.96,4.58,5.12,25.07,38.54,11.32,10.51,13.75,37.2,17.52,24.26,35.58,26.42,12.13,10.78,25.88,37.2,25.61,8.09,8.89,18.33,11.86,30.73,41.78,31.81,19.95,25.61,28.84,41.78,36.93,27.49,74.39,74.12,58.49
BK0993,宠物经济,11.32,9.16,14.02,25.07,58.76,81.4,92.45,66.58,62.26,76.28,64.96,76.01,61.46,74.93,41.24,10.24,15.09,38.27,20.49,11.86,47.71,52.56,43.67,27.22,40.16,10.51,15.9,13.48,55.53,65.77,28.57,36.66,20.75,11.32,25.07,43.94,23.18,38.01,25.07,28.84,47.44,43.4,71.43,78.44,81.94,77.63,72.78,56.6,55.8,18.06,28.84,18.87,12.13,18.33,11.59,14.29,9.97,8.89,4.04,13.75,4.58,5.93,3.77,2.16,4.04,3.77,9.16,15.36,19.14,22.64,44.47,66.85,52.83,46.63,36.12,33.15,28.84,33.69,34.23,50.13,41.51,20.22,25.34,25.61,4.58,2.7,6.47,5.66,2.43,0.27,0.54,3.5,3.23,1.35,0.27,0.81,0.54,0.0,0.0,0.27,0.0,0.27,1.35,1.62,2.7,2.7,2.16,3.77,4.85,18.87,25.34,11.05,2.96,11.86,40.7,28.03,31.81,44.47,40.16,10.51,8.63,7.82,14.82,3.23,0.54,0.27,1.35,3.23,9.7,15.63,14.02,12.94,15.9,25.61,41.51,40.7,7.28,53.64,48.25,23.99
BK0975,磁悬浮概念,11.05,9.43,14.29,25.88,57.68,62.53,61.46,79.25,53.91,45.82,69.81,65.23,47.71,68.19,73.85,78.44,72.24,35.58,46.63,47.98,18.87,23.18,8.63,1.89,3.23,14.82,6.47,20.75,4.04,2.16,5.93,7.28,15.09,37.74,22.1,12.94,29.92,47.44,41.24,37.74,23.99,18.33,25.61,20.75,24.8,24.8,19.14,7.28,10.24,15.09,61.46,61.19,81.67,85.98,90.57,93.53,94.61,95.96,94.61,95.15,94.07,94.88,94.07,92.99,84.91,63.61,62.53,70.89,75.2,68.19,39.08,49.33,48.25,53.64,56.33,66.31,70.08,78.98,75.47,75.2,85.44,76.28,71.16,92.72,95.42,92.99,95.15,86.25,87.6,88.41,79.51,81.94,89.22,77.09,67.65,79.51,70.89,82.75,77.09,80.32,76.82,86.25,78.98,83.83,84.37,75.47,83.02,73.58,90.3,81.67,92.45,92.99,92.18,84.91,84.37,84.37,72.24,79.25,31.27,73.32,61.99,22.91,46.09,74.66,78.44,90.57,90.57,93.26,96.5,93.53,92.18,83.56,70.89,35.85,39.62,37.2,62.8,13.21,17.25,54.99
BK1001,内贸流通,10.78,9.97,13.48,28.84,57.41,81.94,91.91,66.31,62.8,77.63,66.58,70.35,61.73,76.55,38.01,9.43,14.29,35.85,18.06,11.59,47.44,53.64,44.2,26.42,41.78,9.16,14.56,14.02,55.26,63.61,29.11,33.96,18.6,11.59,25.61,42.05,23.99,37.47,26.42,28.03,46.63,44.47,72.78,79.51,78.44,77.9,71.43,56.06,54.72,20.49,29.38,19.41,8.89,15.63,12.13,14.56,9.16,8.09,3.77,14.82,5.93,4.04,5.66,3.23,4.58,1.89,10.24,16.44,19.68,20.49,45.28,67.65,53.1,44.47,36.66,32.88,29.38,32.61,35.85,23.99,21.56,12.13,28.03,50.4,49.33,56.6,52.83,49.6,44.47,35.31,18.6,31.27,25.34,21.29,31.0,25.61,22.37,15.09,32.08,70.35,83.02,88.95,72.78,67.92,54.18,55.53,57.68,69.81,57.95,20.49,4.58,0.54,1.62,5.39,14.02,40.97,58.49,52.29,52.29,28.03,29.92,39.35,50.94,52.02,36.66,35.85,44.47,47.17,56.33,61.19,60.92,61.19,64.42,64.15,60.92,58.49,50.94,63.61,50.67,50.4
BK0983,核污染防治,10.51,8.36,14.82,24.8,56.33,77.9,91.64,69.0,63.34,75.47,63.88,75.2,61.19,75.2,39.08,10.51,11.05,39.08,19.95,13.48,45.55,54.99,43.13,29.65,42.05,7.55,13.75,13.21,56.06,62.8,26.42,37.74,19.41,12.4,25.88,41.78,22.91,37.74,25.88,28.57,0.81,2.16,3.5,8.09,10.24,10.24,9.7,8.63,14.29,14.56,12.13,16.17,55.26,59.84,57.14,58.76,41.51,70.89,57.95,41.24,40.43,35.58,13.75,5.93,6.74,8.36,12.94,21.02,30.19,40.7,60.92,64.96,70.89,71.7,76.28,78.17,78.98,74.66,60.11,44.2,5.66,9.43,11.32,11.32,9.43,23.45,42.32,57.95,68.73,73.85,90.3,89.76,85.44,84.1,78.98,73.85,87.06,86.79,84.64,78.44,77.9,84.37,83.83,87.33,93.26,94.07,80.59,89.22,92.72,96.77,87.6,78.44,85.71,76.01,60.92,76.01,73.58,42.59,52.56,79.25,79.78,88.14,75.47,50.94,50.67,48.52,43.67,56.87,48.79,25.88,36.66,34.77,23.18,35.04,46.63,42.05,66.04,54.45,45.01,64.96
BK0987,盐湖提锂,10.24,12.13,17.25,26.42,59.84,77.09,87.06,66.85,58.76,81.13,66.31,74.39,60.11,72.78,38.54,9.97,12.94,36.93,20.22,15.36,46.36,53.37,42.05,31.0,40.97,11.32,14.02,14.82,56.87,67.12,31.0,34.5,22.1,11.86,27.49,39.89,25.61,36.12,27.49,31.27,46.09,43.67,73.32,78.17,81.13,74.93,71.16,53.64,55.53,17.79,32.35,21.02,12.4,16.17,9.97,12.13,11.05,10.24,4.85,16.44,5.12,6.74,5.12,4.58,5.66,82.75,60.92,53.91,57.68,4.31,4.31,0.54,19.41,57.68,14.82,1.89,61.73,44.2,19.68,79.25,92.72,93.8,95.15,98.38,99.46,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.73,99.46,98.92,99.73,99.73,98.92,97.84,91.91,95.15,89.76,91.11,97.57,96.77,91.91,72.78,94.88,91.37,83.02,87.06,95.15,92.45,14.82,88.14,53.91,80.05,53.91,54.45,94.61,97.04,87.87,83.83,96.77,96.5,94.07,84.91,25.07,45.28,43.67,41.24,40.7,30.46,26.42,28.57,89.76,47.17,88.95,59.57
BK0996,毛发医疗,9.97,11.05,16.17,30.19,55.26,80.32,89.22,70.89,61.99,78.44,63.61,71.97,58.76,75.74,37.2,11.59,12.4,41.24,20.75,15.09,44.2,53.91,42.32,28.84,39.89,8.09,16.98,14.29,58.22,67.65,27.22,36.12,19.68,9.43,26.68,43.13,24.53,33.42,25.61,30.46,44.2,41.24,71.97,79.25,81.67,75.74,74.12,55.8,53.37,18.87,29.65,21.29,9.43,16.71,12.67,13.48,7.55,9.97,5.12,14.29,4.85,5.12,3.5,5.39,5.39,3.5,12.13,16.17,20.49,21.02,43.67,67.92,52.29,45.82,35.31,32.61,28.03,34.23,34.77,24.8,20.22,10.78,28.84,50.13,48.25,56.87,52.02,49.33,43.13,34.5,17.52,32.08,0.0,0.0,1.62,29.11,35.58,25.88,9.97,3.23,2.7,0.54,4.04,4.85,1.35,1.35,0.81,4.31,4.58,15.63,45.28,6.47,2.16,1.62,6.74,4.58,5.93,4.31,1.35,1.89,1.62,2.16,4.04,2.7,0.0,0.81,0.81,2.7,8.09,22.91,22.37,44.47,51.21,67.65,87.33,89.22,81.13,90.03,86.52,75.74
BK0991,工程机械,9.7,12.4,18.33,26.95,60.65,78.17,92.18,70.08,60.65,80.86,63.34,75.47,59.03,76.28,39.35,13.48,13.75,36.66,18.6,14.29,45.01,49.87,41.24,30.73,41.51,12.4,16.17,15.36,57.95,64.15,26.68,34.23,20.49,13.48,27.22,44.2,22.64,37.2,28.03,30.19,48.25,45.01,72.51,81.13,80.59,74.66,73.32,54.18,53.1,20.22,31.0,19.14,10.78,18.87,12.94,13.21,11.32,11.32,5.66,15.9,2.7,6.2,5.39,5.12,4.31,4.85,11.05,16.98,21.56,3.5,7.82,7.55,2.43,3.23,2.96,26.42,26.68,47.71,80.86,69.0,84.64,75.47,90.84,89.76,83.83,48.79,38.01,12.67,8.09,14.29,8.09,1.62,5.39,6.74,2.43,4.31,3.77,20.22,23.45,47.44,38.81,67.65,53.37,41.78,77.36,88.41,94.34,94.34,95.15,98.11,96.5,89.76,94.61,97.3,91.91,80.59,71.16,29.65,37.2,18.6,31.81,26.42,35.85,28.84,14.02,26.15,91.91,95.15,83.83,88.95,82.75,70.35,80.59,76.01,78.98,67.92,1.62,0.27,1.08,2.16
BK0992,REITs概念,9.43,8.09,11.59,24.53,60.11,82.75,87.33,67.92,63.07,76.82,65.77,75.74,62.26,77.36,39.62,11.05,14.82,39.35,17.25,12.13,47.98,52.02,42.86,26.68,41.24,8.89,14.29,12.13,58.76,64.69,28.03,37.2,20.22,11.05,23.72,40.7,22.1,35.58,27.76,29.65,45.55,44.74,73.58,77.09,80.05,75.47,73.05,57.14,57.14,17.52,31.27,18.6,8.63,16.44,11.05,15.36,9.43,10.51,6.47,13.21,5.66,6.47,2.96,2.7,3.23,1.62,10.78,15.09,18.87,20.75,9.97,13.48,14.29,9.43,8.63,11.86,5.93,11.86,20.22,5.66,12.4,5.12,16.98,14.82,10.24,22.1,16.44,10.78,11.59,16.98,21.29,29.92,16.98,31.27,38.01,20.75,19.95,22.91,27.22,31.0,26.95,27.76,16.44,12.13,14.02,8.89,8.09,9.97,8.63,18.6,16.17,26.68,25.88,31.81,55.53,74.66,84.64,82.75,88.68,50.94,62.53,46.63,73.32,72.51,38.27,27.22,59.57,58.76,57.14,68.46,61.19,65.77,60.11,55.53,67.39,50.4,11.59,7.82,3.23,19.14
BK0976,被动元件,9.16,11.32,15.36,29.38,54.18,79.78,89.76,10.24,25.88,15.09,4.31,7.01,13.48,18.87,67.65,90.03,70.62,88.95,92.18,97.04,98.38,98.11,98.38,97.57,97.3,88.68,94.88,91.11,72.24,54.72,46.63,66.04,40.16,53.37,46.09,67.39,43.67,21.83,57.41,54.99,43.67,50.94,45.01,30.19,11.05,2.43,2.7,1.62,1.35,4.04,1.62,2.7,2.43,2.96,20.75,71.16,77.09,79.25,89.22,76.82,74.66,77.36,70.89,49.33,71.16,74.66,61.73,63.88,48.25,57.68,76.28,70.89,87.33,92.45,94.34,94.61,95.15,94.07,96.5,96.77,90.84,94.34,85.98,76.28,72.78,81.4,94.07,96.23,94.61,94.07,94.61,93.53,93.53,94.61,93.8,95.15,92.99,88.14,90.03,86.25,86.52,85.71,89.49,84.64,85.44,69.81,75.74,76.28,77.9,66.04,83.29,77.09,47.44,34.77,6.2,27.49,18.06,19.41,18.33,39.08,16.44,4.58,8.89,8.09,30.46,33.69,5.12,7.55,3.23,4.04,2.7,3.5,3.5,5.12,2.16,1.89,5.66,2.43,5.93,2.96
BK0981,工业气体,8.89,6.2,13.75,30.46,57.14,80.86,87.6,69.81,62.53,78.17,66.85,72.51,63.88,72.51,40.43,12.94,13.21,37.2,15.9,13.21,46.63,53.1,41.78,28.57,59.57,26.95,48.25,93.53,87.06,54.45,57.95,49.87,42.59,66.58,6.74,5.93,7.55,7.55,20.49,45.82,55.26,57.95,55.26,52.29,58.49,64.96,64.69,62.53,48.25,38.54,52.29,47.98,53.64,19.95,22.91,24.8,23.45,22.1,49.33,53.1,47.44,58.22,67.12,72.78,71.43,72.24,59.57,68.73,51.48,49.6,39.35,35.31,49.06,57.14,50.67,39.08,56.6,52.56,58.76,66.58,73.85,73.32,37.47,20.22,36.12,62.8,71.16,89.22,90.57,92.72,93.53,94.88,93.8,93.26,96.23,96.5,93.53,92.45,92.45,92.45,89.76,87.6,91.64,95.96,95.96,97.3,97.04,95.42,97.04,98.38,97.3,96.5,94.34,80.05,94.61,94.34,95.96,96.23,96.23,92.72,92.72,94.34,93.53,94.61,87.33,59.3,6.47,31.54,11.59,12.13,30.19,14.29,31.81,16.17,14.82,38.81,93.26,89.76,92.72,94.07
BK0977,碳化硅,8.63,11.59,17.79,26.15,56.06,79.51,90.03,71.97,61.46,75.2,65.23,71.16,8.09,10.78,30.46,81.67,38.54,9.7,21.02,25.88,62.53,30.46,76.82,95.42,93.8,92.72,92.18,84.64,52.02,40.97,16.71,22.1,7.01,1.89,1.35,1.35,2.7,28.57,57.68,55.53,71.16,76.01,79.78,52.56,21.02,17.52,12.94,4.85,3.23,4.31,5.66,1.62,3.23,4.04,19.95,36.93,45.01,25.34,89.49,89.49,88.41,94.07,95.42,94.34,98.11,98.38,99.19,99.46,98.65,98.38,97.57,98.65,98.92,99.46,99.46,99.46,99.73,99.73,99.46,99.46,99.46,98.92,91.64,44.74,38.81,40.16,10.24,72.78,69.54,44.74,41.24,9.16,49.6,67.39,26.15,70.08,78.44,78.17,82.21,86.79,95.42,91.64,94.61,94.88,95.15,84.91,90.3,79.25,83.02,36.66,35.85,77.63,55.53,25.88,35.58,66.85,19.14,16.71,18.06,74.39,85.44,73.85,74.12,84.37,88.95,87.87,65.23,57.95,38.01,24.53,14.56,6.74,1.62,3.23,1.35,2.16,19.14,4.31,3.5,10.51
BK0984,华为汽车,8.36,5.93,16.71,29.92,56.6,80.59,88.95,70.62,60.11,80.05,60.92,74.66,59.57,74.39,36.12,14.56,12.13,40.43,16.17,14.56,44.74,51.48,40.16,28.03,37.47,7.82,17.25,12.4,55.8,67.39,26.95,35.58,18.87,12.13,24.53,40.97,24.26,35.31,26.15,29.38,45.01,41.51,71.7,78.98,7.55,19.68,5.93,38.27,30.19,77.9,89.76,94.61,96.77,95.15,96.5,93.8,93.53,48.52,62.26,81.13,69.81,70.08,57.95,28.84,59.03,80.32,80.05,83.56,94.88,88.68,86.25,75.2,73.32,86.25,83.56,96.23,95.69,95.96,94.34,92.99,86.79,90.3,88.68,74.66,83.29,65.77,85.98,83.02,88.95,89.76,94.34,92.99,91.11,90.3,83.56,83.02,83.29,84.91,86.25,65.23,61.46,69.81,80.86,86.79,90.03,90.3,89.49,92.72,85.18,92.99,88.95,87.33,91.37,82.21,48.25,61.73,14.02,15.36,11.05,31.81,28.84,23.45,4.85,15.9,48.52,45.82,43.94,40.43,23.18,15.09,21.29,9.43,11.86,2.96,4.04,7.55,14.29,1.62,1.35,0.54
BK0982,电子车牌,8.09,10.24,15.63,29.65,54.45,81.67,88.68,71.7,59.03,78.98,61.46,76.28,63.34,74.66,36.93,14.29,11.86,40.16,18.87,13.75,45.82,50.4,39.35,30.46,39.35,11.05,17.52,12.67,54.72,66.04,26.15,35.04,22.64,12.67,24.26,41.24,0.54,0.54,3.77,1.62,0.27,2.7,1.35,0.54,1.35,13.21,11.86,43.67,36.12,62.26,93.8,71.43,84.1,73.32,89.49,84.64,82.21,84.91,74.12,46.9,47.17,66.58,57.41,79.78,43.4,49.6,54.18,43.13,80.05,87.33,88.68,92.72,94.34,95.42,91.91,78.71,72.78,60.65,16.98,45.01,31.54,33.42,4.58,4.85,6.74,20.75,17.79,47.98,46.63,45.82,47.98,11.86,14.02,7.28,11.05,9.7,17.25,10.24,11.05,2.96,6.47,2.7,22.37,40.7,29.38,25.61,26.15,24.8,26.15,34.77,36.12,67.92,73.58,49.87,30.73,19.68,29.92,73.05,70.08,76.01,29.11,20.22,8.36,6.74,26.15,28.3,22.64,6.47,10.51,6.2,11.86,27.76,31.54,31.54,26.68,24.8,25.07,32.88,13.21,16.17
BK0989,储能,7.82,6.74,16.44,26.68,58.22,77.63,91.11,68.73,63.88,77.09,66.04,70.89,60.65,77.9,37.74,9.7,15.63,36.39,17.79,10.51,44.47,54.72,39.62,26.95,38.27,11.86,18.06,12.94,57.68,63.07,28.84,36.39,21.29,12.94,24.8,40.16,25.34,36.93,29.11,27.22,44.47,42.05,74.12,79.78,82.21,74.12,70.89,56.33,56.87,19.14,30.19,20.49,11.32,17.52,10.24,12.4,10.51,8.36,4.31,16.71,3.77,5.66,4.85,4.04,3.77,2.96,9.43,14.56,82.75,76.28,61.46,55.26,69.81,78.98,71.97,77.9,86.52,93.53,93.26,92.72,96.5,96.5,95.96,97.57,97.04,97.84,97.3,95.96,96.23,95.69,95.96,96.23,96.23,95.42,94.61,95.69,93.8,93.53,95.96,97.3,90.57,94.61,96.77,98.65,99.19,99.46,99.46,98.92,99.46,98.92,99.46,99.73,99.19,97.84,94.88,95.15,78.44,87.06,77.09,86.25,78.17,12.4,28.84,13.48,55.8,67.12,46.36,66.31,50.67,28.3,31.0,11.59,5.39,7.28,3.5,5.93,70.35,5.12,13.75,55.8
BK0999,茅指数,7.55,10.78,15.9,27.49,54.72,79.25,90.3,72.24,59.57,75.74,64.42,70.62,59.3,76.01,36.66,12.4,12.67,38.01,19.41,15.9,48.79,51.21,41.51,26.15,38.01,9.43,15.63,11.32,54.45,66.85,27.76,38.54,23.18,10.51,26.15,43.67,25.07,34.77,24.8,31.0,44.74,42.59,70.08,80.32,81.4,76.01,74.66,54.45,55.26,18.6,29.92,20.22,9.97,18.06,11.32,12.67,8.63,7.82,5.39,15.09,4.04,5.39,3.23,3.5,6.47,4.04,11.86,16.71,21.29,21.56,43.4,66.04,52.56,46.09,35.04,31.81,29.11,33.96,34.5,25.07,20.49,11.32,29.38,50.94,47.71,55.8,52.56,49.87,43.94,35.85,18.06,31.81,26.15,20.75,30.46,25.88,22.91,15.63,31.81,70.89,82.48,89.22,73.32,67.65,53.91,54.99,57.41,69.54,23.18,61.46,83.83,22.1,4.85,18.6,8.63,5.93,2.96,1.35,0.27,0.27,0.27,0.27,0.81,3.5,2.7,1.08,2.16,1.35,4.85,11.32,5.66,2.43,6.74,5.93,8.09,17.52,0.27,18.06,56.33,9.43
BK0985,换电概念,7.28,7.01,12.67,23.72,57.95,78.98,86.79,71.16,63.61,77.36,64.69,71.7,64.42,76.82,40.7,12.67,15.9,37.74,15.63,12.94,45.28,52.83,40.97,30.19,40.43,9.97,17.79,11.05,59.03,65.5,29.92,35.31,19.95,9.7,26.95,42.86,26.68,33.69,29.38,31.54,45.82,42.86,73.85,80.59,79.25,73.85,74.39,54.72,56.6,16.71,30.73,35.85,58.76,94.34,95.15,95.96,86.52,76.01,88.14,93.8,92.99,87.06,88.41,21.56,39.08,52.83,81.4,80.32,65.23,46.63,57.14,59.3,57.95,65.77,57.14,61.99,50.13,53.91,54.45,55.26,30.73,45.01,30.73,62.26,76.82,76.01,78.98,70.62,79.25,63.34,65.23,50.67,71.16,61.73,27.49,45.82,43.4,57.68,63.34,83.56,77.63,81.4,79.51,80.59,84.91,81.67,88.68,88.68,81.67,70.62,84.37,94.07,95.42,90.57,85.44,82.75,51.48,47.44,63.88,81.67,58.76,11.59,19.41,12.4,69.54,73.05,63.61,78.71,64.96,37.74,42.59,36.39,35.31,47.98,16.98,10.51,35.31,4.04,11.59,55.53
BK0994,空间站概念,7.01,7.55,12.13,25.34,59.3,78.44,86.52,70.35,64.42,78.71,61.19,73.05,63.07,74.12,40.16,14.82,14.02,39.62,15.36,12.67,46.9,50.67,40.7,27.76,42.32,10.78,16.44,13.75,54.18,65.23,30.73,35.85,21.02,10.24,23.18,43.4,26.15,34.23,28.84,29.11,47.98,45.28,73.05,77.36,79.51,76.55,73.58,55.26,54.45,16.98,32.08,18.06,9.16,19.41,9.43,14.02,10.78,11.59,7.01,16.17,3.5,4.31,2.7,3.77,5.12,4.58,9.7,14.29,19.41,21.83,44.74,67.39,52.02,46.36,36.93,33.69,28.3,34.77,35.58,24.26,20.75,12.4,28.3,50.67,2.16,19.68,31.81,64.96,60.11,62.26,72.78,49.87,78.71,91.91,89.49,90.57,94.07,90.84,94.07,87.06,92.45,88.41,86.52,70.08,67.65,58.22,36.93,57.68,44.2,57.68,61.73,81.13,81.67,84.64,85.18,78.71,90.84,86.79,94.88,97.3,83.83,85.44,83.02,70.62,82.21,78.98,54.45,43.4,31.81,20.75,36.93,42.32,39.62,45.01,29.92,25.07,39.35,61.73,52.02,44.2
